uid,type,SBU（部门）,PRD号码,产品名称,PRD号码,巴斯夫产品名称,产品别名,默认商店,线上购买链接,品牌,产品描述,产品分类,化学成分,外观,行业,特性和优点,应用行业,注册国家,"固含量
（%）",稀释剂[浓度],含水量,官能度，计算值,"分子量 
(Mw)","粘度, 25?C
(mPa.s)","粘度, 23?C
(Pa.s)",%NCO,K值,氯质量分数(%),酸值 （mg KOH/g）,"密度, 25?C (g/cm3)",玻璃化温度(?C),胺值 （mg KOH/g）,"pH 
(25oC)",最低成膜温度 (℃),冻融稳定性(-5 °C),羟值（mg KOH/g solids）,羟基含量（%基于固含）,软化点 (oC),VOC,粒径大小 nm,细度,色度 （Gardner),溶剂,包装,产地,样品包装,推荐配方,样品ART
1,default,EDG,30737979,Joncryl? 7256,30737979,Joncryl? 7256,Joncryl? 7256,1,https://detail.1688.com/offer/614265900794.html,42,An emulsion developed for the gravure film surface printing ink application for general purpose,82,Styrene acrylic emulsion,Semi-translucent emulsion,5,Good adhesion on various substrates  |  Alcohol tolerance  |  Rub resistance  |  Wet and dry wrinkle resistance  |  Printability  |  Compatibility with various pigment concentrate,Binder for gravure film surface ink #Binder for flexo film surface ink #,CN,42,,,,,40,,,,,23,,-10,,8.3,<5,,,,,,,,,,200 kg,CN,"50658905,0,11#50670738,0,13",,50658905 | 50670738
1,default,EDG,30684132,Joncryl? 7266,30684132,Joncryl? 7266,Joncryl? 7266,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,42,Specially designed for water-based gravure ink for medium to high duty film applications.,82,Styrene acrylic emulsion,Milky white emulsion,5,Excellent resolubility  |  High alcohol tolerance  |  Good adhesion  |  Good printing quality  |  Compatibility with varies polymers such as acrylic/polyurethane  |  ,"A specially designed styrene acrylic emulsion for water based gravure applications on film. This product is developed for film applications, and can be applied to various substrates such as PP, PE, PET with good adhesion and printing quality",CN,44,,,,,500,,,,,,,10,,8.5,,,,,,,,,,,200 kg,CN,"50544959,0,11",,50544959
1,default,EDG,30605342,Joncryl? FLX 5201,30605342,Joncryl? FLX 5201,Joncryl? FLX 5201,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,42,Specially designed for use in water-based lamination inks for medium duty applications.,84,Aliphatic polyurethane dispersion,Translucent emulsion,5,Excellent lamination bond strength  |  Good compatibility with pigment concentrates and letdown varnishes  |  Good transfer and printability  |  ,"Be designed for use in water-based lamination inks for medium duty applications. An ink formulation based on it, printed to BOPP, PET or nylon and subsequently laminated to LDPE and/or aluminium provides excellent lamination structures with high lamination bond strengths.","CN,DE",40,,,,,80,,,,,,,,,8.5,<0,Unstable,,,,,,,,,120 kg,DE,"50378730,0,11",,50378730
1,default,EDG,30661968,Joncryl? FLX 5220,30661968,Joncryl? FLX 5220,Joncryl? FLX 5220,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,42,Specially designed for use in water-based lamination inks for medium to high duty film applications.,83,Aliphatic polyurethane dispersion,Translucent emulsion,5,Excellent lamination bond strength  |  Suitable for a broad range of substrates  |  Good compatibility with pigment concentrates and letdown varnishes  |  Excellent transfer and printability,"Be designed for use in water-based lamination inks for medium to high duty applications. An ink formulation based on it, printed to BOPP or PET but also to OPA and subsequently laminated to LDPE, provides lamination structures with high lamination bond strengths","CN,DE",43,,,,,200,,,,,,,,,8,,,,,,,,,,,200 kg,DE,"50488040,0,11",,50488040
1,default,EDG,30282669,Joncryl? HRC 1661,30282669,Joncryl? HRC 1661,Joncryl? HRC 1661,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,42,"High performance, film forming, hybrid rheology controlled emulsion for overprint varnish and ink applications providing significant improvements in rub and water resistance at a cost equal to comparable acrylic emulsions.",82,Styrene acrylic emulsion,Semi-translucent emulsion,"9,3",Rub resistance  |  High slide angle  |  Water resistance  |  ,"Use for overprint varnish applications, providing significant improvements in rub and water resistance at a cost equal to comparable acrylic emulsions.#Functional packaging coatings applications#","CN,US",47.5,,,,">200,000","200-1,000 cps",,,,,54,1.02,-42,,8.7,<0,Unstable,,,,0.3% wt,,,,,200 kg,US,"54054157,0,11",,54054157
1,default,EDG,30400595,Joncryl? HSL 9010,30400595,Joncryl? HSL 9010,Joncryl? HSL 9010,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,42,An acrylic co-polymer emulsion for use in water-based heat-seal lacquers for cardboard blisters and flexible packaging,82,Acrylic co-polymer emulsion,Semi-translucent emulsion,3,Water-based  |  Economical  |  Low sealing temperature  |  Good blocking resistance,It offers heat-seal properties at low sealing temperature and is very suitable for producing cardboard blister cartons,"CN,NL",45,,,,,70,,,,,60,1.03,-10,,7.3,,,,,,,,,,,200 kg,NL,"50187941,0,11",,50187941
1,default,EDG,30484688,Joncryl? HSL 9012,30484688,Joncryl? HSL 9012,Joncryl? HSL 9012,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,42,"An acrylic co-polymer emulsion for heat-seal lacquers on pharmaceutical blister lidding foil sealed against PVC, PVDC coated PVC and PET",82,Acrylic co-polymer emulsion,Semi-translucent emulsion,3,Water-based  |  Economical  |  Low odor (low-retained solvent)  |  ,"Use for heat-seal lacquers on pharmaceutical blister lidding foil sealed against PVC, PVDC coated PVC and PET","CN,NL",40,,,,,30,,,,,35,1.04,,,8.8,<5,,,,,,,,,,200 kg,NL,"50242301,0,11",,50242301
1,default,EDG,30605341,Joncryl? LV 7602,30605341,Joncryl? LV 7602,Joncryl? LV 7602,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,42,A low VOC hard film forming acrylic emulsion for use in water-based inks and overprint vanishes.,82,Styrene acrylic emulsion,Semi-translucent emulsion,"5,9",Low VOC  |  High gloss  |  Fast drying rate  |  Good block resistance  |  High transparency  |  ,A low VOC hard film forming acrylic emulsion that provides film formation and printability to ink and overprint varnish formulations,CN,47,,,,">200,000","200-1,000",,,,,56,,20-26,, 8.0-9.0 ,15-21,,,,,,,,,,200 kg  |  1000 kg  |  ,CN,"50380151,0,11",,50380151
1,default,EDG,30692852,Joncryl? LV 7604,30692852,Joncryl? LV 7604,Joncryl? LV 7604,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,42,A low VOC Rheology Controlled (RC) emulsionfor use in water-based inks and overprint varnishes,82,Styrene acrylic emulsion,Semi-translucent emulsion,"5,9",Low VOC  |  Good resolubility  |  Excellent printability  |  Excellent gloss and transparency,"Use in water-based flexographic and gravure inks and overprint varnishes, providing excellent gloss, leveling, resolubility and drying speed",CN, 45.0-47.0 ,,,,,"200-1,000",,,,,55,,21,, 8.0-9.0 ,,,,,,,90,,,,200 kg,CN,"50563490,0,11",,50563490
1,default,EDG,30601040,Joncryl? PDX-7339,30601040,Joncryl? PDX-7339,Joncryl? PDX-7339,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,42,A customized water-based acrylic copolymer for lacquer formulations used in the production of metalized paper for inner liner,82,Styrene acrylic emulsion,White partly transparent emulsion,3,Good gloss and hold-out  |  Fast drying  |  Excellent transfer and printability  |  Excellent wet rub resistance,"Use in the innerliner metalized paper like tobacco packaging, which can provide good gloss and wet rub resistance","CN,JP",42.9,,,,,370,,,,,76,1.03,,,7.9,22,Stable,,,,,,,,,1000 kg,JP,"50499851,0,11",,50499851
1,default,EDG,30503811,Joncryl? 1282,30503811,Joncryl? 1282,Joncryl? 1282,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,42,"An acrylic emulsion that can be fully neutralized with ammonia, or other amines, and can be used as the sole grinding and let-down vehicle in the formulation of highly reducible inks for printing on corrugated board.",82,Styrene acrylic emulsion,Milky white emulsion,5,Formulation versatility  |  Heat resistance  |  Wet and dry rub resistance  |  Press stability  |  Press resolubility and rewet ability  |  Pigment wetting and dispersibility,Be developed as a concentrate which is highly water reducible for use in the formulation of cost effective corrugated inks,"CN,ID", 39.0-41.0 ,,,,,"14,732",,,,,,,14,,4,,,,,,,,,,,200 kg,ID,"50164870,0,2 kg",,50164870
1,default,EDG,30649557,Joncryl? 142 AP,30649557,Joncryl? 142 AP,Joncryl? 142 AP,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,42,"General purpose, acrylic colloidal emulsion designed as a sole vehicle for carbon black inks; recommended as a let-down vehicle for organic colors.",82,Styrene acrylic emulsion,Opaque emulsion,5,Excellent transfer and printability  |  Excellent ink viscosity stability  |  Broad compatibility  |  Good rub resistance  |  Flat dilution profile  |  ,Use in inks for post-print corrugated board and kraft paper applications#Be used as an effective thickening agent in water-based flexographic and gravure inks#,"CN,ID",40,,,,"40,000",25,,,,,126,1.06,28,,6.1,,Stable,,,,,,,,,200 kg,ID,"50459139,0,12",,50459139
1,default,EDG,30713170,Joncryl? 659,30713170,Joncryl? 659,Joncryl? 659,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,42,An acrylic colloidal emulsion for use in inks for pre-print and post-print corrugated board and kraft paper applications,82,Styrene acrylic emulsion,White emulsion,5,Excellent printability  |  Good hot mar resistance  |  Low cost in use  |  High efficiency,Use in inks for both pre-print and post-print corrugated board and kraft paper applications.,"CN,NL",44,,,,"80,000",<100,,,,,150,1.03,93,,2.1,,,,,,,,,,,200 kg,NL,"50602525,0,11",,50602525
1,default,EDG,30282493,Joncryl? 661,30282493,Joncryl? 661,Joncryl? 661,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,42,"Economic acrylic colloidal emulsion for use in inks for pre-print and post-print corrugated board and kraft paper applications with good transfer, printability and excellent hot-mar resistance.",82,Styrene acrylic emulsion,Semi-translucent emulsion,5,Good transfer and printability  |  Excellent hot mar resistance  |  Low cost in use  |  ,Use in inks for both pre-print and post-print corrugated board and kraft paper applications.,"CN,NL",44,,,,"85,000",60,,,,,154,1.07,70,,2.1,,Unstable,,,,,,,,,200 kg,NL,"51461982,0,11",,51461982
1,default,EDG,30557582,Joncryl? 662,30557582,Joncryl? 662,Joncryl? 662,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,42,Partly based on renewable raw materials for use in inks for pre- and post-print corrugated board and kraft paper application.,82,An acrylic emulsion partly based on renewable raw materials,White emulsion,5,Excellent transfer and printability  |  Contain renewable raw materials  |  Good hot mar resistance  |  ,Use in inks for pre- and post-print corrugated board and kraft paper applications. It consists of 50% of renewable raw materials on solids.,CN,43,,,,"53,000",50,,,,,82,1.05,,,2.5,100,Unstable,,,,,,,,,200 kg  |  1000 kg  |  ,,"50506632,0,11",,50506632
1,default,EDG,30546200,Joncryl? 668,30546200,Joncryl? 668,Joncryl? 668,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,42,A very cost-effective colloidal emulsion for pre-print and post-print corrugated board and kraft paper applications.,82,Styrene acrylic emulsion,White emulsion,5,Excellent transfer and printability  |  Good hot mar resistance  |  Low cost in use  |  very high efficiency,Use in inks for both pre-print and post-print corrugated board and kraft paper applications.,"CN,NL",44,,,,"100,000",25,,,,,164,1.03,123,,2,,Unstable,,,,,,,,,1000 kg,NL,"50271484,0,11",,50271484
1,default,EDG,30685117,Joncryl? HSL 703,30685117,Joncryl? HSL 703,Joncryl? HSL 703,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,42,An acrylic colloidal emulsion for heat-seal coatings for OPP and BOPP packaging films,82,Acrylic colloidal emulsion,Opaque emulsion,3,Excellent seal strength  |  Good blocking resistance  |  Low CoF  |  Excellent clarity  |  Aroma barrier  |  ,"To formulate heat-seal coatings for OPP and BOPP films used in packaging of confectionery, bakery and tobacco goods","CN,NL",25,,,,,<100,,,,,30,1.06,55,,9.5,20,,,,,,,,,,200 kg,NL,"50544086,0,11",,50544086
1,default,EDG,30532160,Versamid? PUR 1010,30532160,Versamid? PUR 1010,Versamid? PUR 1010,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,52,"Excellent cohesion, flexibility and adhesion to a variety of polyolefin, polyester, polymer coated and metallized films. It also has excellent solvent release and good pigment dispersion capability.",37,Thermoplastic polyurethane resin,Transparent viscous liquid,5,"Excellent cohesion, flexibility and adhesion to a variety of films  |  Excellent solvent release  |  Good pigment dispersion capability  |  ",Be soluble in a variety of alcohols and co-solvent (alcohol and hydrocarbon) system for use in flexographic or gravure lamination inks,"CN,US", 33.0-37.0 ,,,,,"500-1,150 cps",,,,,,0.89,,,,,,,,,,,,<2,正丙醇 21%；乙酸正丙酯 44%,172 kg,US,"50238542,0,10",,50238542
1,default,EDG,30532159,Versamid? PUR 1120,30532159,Versamid? PUR 1120,Versamid? PUR 1120,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,52,"Improved hardness, heat resistance, NC compatibility",37,An elastomeric polyurethane,Transparent viscous liquid,5,Excellent flexibility  |  Excellent NC-compatibility  |  Aliphatic  |  TDI- and tin-free  |  Heat-sealable in laminates  |  ,"Be soluble in a variety of alcohols and esters for use in flexo and gravure lamination inks, providing excellent flexibility and adhesion to various polyolefin, polyester, nylon and polymer coated films#Inks formulated with it give excellent bond strength in adhesive laminates and is therefore suitable in medium lamination applications#Be suitable to be used in colored inks in combination with Versamid? PUR 1010 based white inks.","CN,US",42,,,,,550,,,,,,0.89,,,,,,,,,,,,,正丙醇 48%；乙酸正丙酯 10%,172 kg,US,"50238539,0,10",,50238539
1,default,EDG,30537130,Versamid? PUR 2011,30537130,Versamid? PUR 2011,Versamid? PUR 2011,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,52,"Retort lamination ink resin with excellent hydrolysis resistance, adhesion to various barrier films. i.e. (Si0x, Alx0x) coated polyester, nylon films and foils. And have excellent pigment dispersion capability",37,Thermoplastic polyurethane resin,"Transparent, slightly yellow, viscous liquid",5,Excellent hydrolysis resistance & restorability to a variety of substrates  |  Excellent lamination bond strength  |  Good block and heat resistance  |  ,Be soluble in a variety of alcohols and co-solvent (alcohol and hydrocarbon) system for use in flexographic or gravure retort/sterilization lamination inks,"CN,US", 33.0-37.0 ,,,,,"500-1,150 cps",,,,,,0.89,,,,,,,,,,,,<3,正丙醇 45%；乙酸正丙酯 20%,172 kg,US,,,
1,default,EDG,30282709,Joncryl? WAX 120,30282709,Joncryl? WAX 120,Joncryl? WAX 120,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,42,"Fine particle size PE/paraffin wax emulsion, designed for water shedding and release properties",38,Wax emulsion,Tan liquid,"9,3,6",Water shedding  |  Low VOC and coefficient of friction (COF)  |  FDA acceptability  |  ,Overprint varnishes for commercial or publication applications#Functional packaging coating applications#Interior/exterior general metal coating applications#Interior/exterior wood coatings for millwork applications#,"CN,US", 33.0-35.0 ,,,,,700 cps,,,,,,0.98,,, 8.4-9.6 ,,Unstable,,,56,<0.005%wt,0.08 μm,,,,200 kg,US,"54054952,0,11",,54054952
1,default,EDG,30282712,Joncryl? WAX 26,30282712,Joncryl? WAX 26,Joncryl? WAX 26,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,42,Fine particle size polyethylene wax emulsion that improves the rub resistance of water-based ink and overprint vanish with no significant loss of gloss,38,Wax emulsion,Translucent emulsion,"5,9,3,6",Excellent rub characteristics  |  High melting point  |  Promote high gloss in ink and OPV formulations  |  ,"Printing inks for flexographic or gravure applications#Overprint varnishes for commercial, publication, or packagingapplications#Functional packaging coatings for barrier applications#Interior/exterior wood coatings for flooring, furniture, or mill work applications#Interior/exterior concrete coating applications","CN,US",26,,,,,10 cps,,,,,,0.99,,,10.2,,Unstable,,,130,3.3% wt,0.05 μm,,,,200 kg,US,"54055058,0,11",,54055058
1,default,EDG,30283372,Joncryl? WAX 35,30283372,Joncryl? WAX 35,Joncryl? WAX 35,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,42,"Fine particle size polyethylene wax emulsion that improves the rub resistance, hot mar resistance of water-based inks and overprint varnishes",38,Wax emulsion,Translucent emulsion,5,Maintain gloss  |  Decrease the coefficient of friction  |  Enhance rub and scratch resistance  |  High melting point,"Improve the rub- and scratch resistance, without affecting the gloss while the coefficient of friction (COF), static as well as dynamic, will be reduced","CN,DE",34.5,,,,,25,,,,,,0.99,,,9.8,,Unstable,,,130,,<1 micron,,,,200 kg,DE,"51460922,0,11",,51460922
1,default,EDG,30282715,Joncryl? WAX 4                             ,30282715,Joncryl? WAX 4                             ,Joncryl? WAX 4                             ,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,42,A new polyethylene wax dispersion designed to impart outstanding rub resistance to water-based ink formulations.,38,Wax emulsion,Opaque emulsion,5,Provide highest rub resistance  |  Provide lowest formulated cost  |  Ultra-low VOC’s  |  No foam,Be designed to impart outstanding rub and scuff resistance to water-based ink formulations,"CN,JP",40,,,,,"1,000",,,,,,0.92,,,9,,Unstable,,,132,,4,,,,200 kg,JP,"54055164,0,11",,54055164
1,default,EDG,30282761,ZINC OXIDE SOLUTION#1,30282761,ZINC OXIDE SOLUTION#1,ZINC OXIDE SOLUTION#1,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,,"Solution of zinc oxide designed as a crosslinking agent for heat, water resistance and film hardness improvement in inks and overprint varnishes",39,Zinc ammonium carbonate solution,Hazy solution,"5,3",Carboxyl group crosslinking agent  |  Improve heat resistance  |  Improve film hardness  |  Improve water resistance,Be used as an additive in aqueous inks and coatings where improved heat resistance and film hardness are desired.,CN,15,,,,,5 cps,,,,,,1.22,,,11.4,,Stable,,,56,0,,,,,200 kg  |  210 kg  |  ,,"51468448,0,11",,51468448
1,default,ED2,30289599,Attagel? 30,30289599,Attagel? 30,Attagel? 30,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,54,cost-effective thickener and sag resistance,32,Attapulgite,pulverized powder,67,,,,86,,,,,,,,,,,2.4,,,9.8,,,,,,,,,,,22.68kg  |  453.592kg  |  ,,"56780742,0,1kg",,56780742
1,default,ED2,30289600,Attagel? 350,30289600,Attagel? 350,Attagel? 350,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,54,cost-effective thickener and sag resistance,32,Attapulgite,pulverized powder,"67,4,68",,,,86,,,,,,,,,,,2.4,,,9.8,,,,,,,,,,,22.68kg,,"56780792,0,1kg",,56780792
1,default,ED2,30329506,Attagel? 40,30329506,Attagel? 40,Attagel? 40,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,54,cost-effective thickener and sag resistance,32,Attapulgite,pulverized powder,"67,4,68",,,,86,,,,,,,,,,,2.4,,,9.8,,,,,,,,,,,22.68kg,,"56781007,0,1kg",,56781007
1,default,ED2,30329508,Attagel? 50,30329508,Attagel? 50,Attagel? 50,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,54,cost-effective thickener and sag resistance,32,Attapulgite,pulverized powder,"67,4,68",,,,86,,,,,,,,,,,2.4,,,9.8,,,,,,,,,,,22.68kg,,"56781060,0,1kg",,56781060
1,default,ED2,30581762,Dispex? AA 4040 AS,30581762,Dispex? AA 4040 AS,Dispex? AA 4040 AS,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,55,suitable for the dispersion of inorganic pigments and fillers,30,solution of an ammonium salt of an acrylic polymer in water,straw-colored liquid,67,,,,45,,,,,,,,,,,1.16,,,7.5,,,,,,,,,,,220kg,,"50365156,0,8#50363367,0,5",,50365156 | 50363367
1,default,ED2,30616062,Dispex? AA 4140 AS,30616062,Dispex? AA 4140 AS,Dispex? AA 4140 AS,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,55,suitable for the dispersion of inorganic pigments and fillers,30,solution of a sodium salt of an acrylic polymer in water,straw-colored liquid,6768,,,,43,,,,,,,,,,,1.3,,,8,,,,,,,,,,,250kg  |  1200kg  |  ,,"50365173,0,8#50365459,0,5",,50365173 | 50365459
1,default,ED2,30642097,Dispex? AA 4141,30642097,Dispex? AA 4141,Dispex? AA 4141,1,https://detail.1688.com/offer/577618153466.html,55,suitable for the dispersion of inorganic pigments and fillers,30,solution of a sodium salt of an acrylic polymer in water,straw-colored liquid,67,,,,45,,,,,1000,,,,,,,,,8,,,,,,,,,,,250kg  |  1200kg  |  ,,"50443983,0,8#50443982,0,5",,50443983 | 50443982
1,default,ED2,30041270,Dispex? CX 4231,30041270,Dispex? CX 4231,Dispex? CX 4231,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,55,suitable for the dispersion of inorganic pigments and fillers,30,ammonium salt of a carboxylic acid copolymer in water,yellowish liquid,"67,4",,,,30,,,,,900,,,,,,,,,9.5,,,,,,,,,,,120kg,,"50365713,0,8#50365644,0,5",,50365713 | 50365644
1,default,ED2,30472093,Dispex? CX 4240,30472093,Dispex? CX 4240,Dispex? CX 4240,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,55,suitable for the dispersion of inorganic pigments and fillers,30,ammonium salt of a carboxylic acid copolymer in water,straw-colored liquid,67,,,,40,,,,,400,,,,,,1.2,,,7.5,,,,,,,,,,,220kg,,"50365176,0,8#50365563,0,5",,50365176 | 50365563
1,default,ED2,30680827,Dispex? CX 4320 AJ,30680827,Dispex? CX 4320 AJ,Dispex? CX 4320 AJ,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,55,suitable for the dispersion of inorganic pigments and fillers,30,sodium salt of a carboxylic acid copolymer in water,yellowish liquid,"67,4,68",,,,25,,,,,50,,,,,,1.11,,,10.5,,,,,,,,,,,150kg,,"50600901,0,8#50600902,0,5",,50600901 | 50600902
1,default,ED2,30472092,Dispex? CX 4340,30472092,Dispex? CX 4340,Dispex? CX 4340,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,55,suitable for the dispersion of inorganic pigments and fillers,30,solution of a sodium salt of an acrylic polymer in water,straw-colored liquid,67,,,,41,,,,,400,,,,,,1.13,,,7.5,,,,,,,,,,,250kg,,"50379250,0,8#50379249,0,5",,50379250 | 50379249
1,default,ED2,30646326,Dispex? HIDE CX 4540,30646326,Dispex? HIDE CX 4540,Dispex? HIDE CX 4540,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,55,provide hiding power,30,solution of a sodium salt of an acrylic polymer in water,straw-colored liquid,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"50454182,0,8#50454181,0,5",,50454182 | 50454181
1,default,ED2,30531096,Dispex? ULTRA FA 4416,30531096,Dispex? ULTRA FA 4416,Dispex? ULTRA FA 4416,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,55,excellent color strength and rub-out properties,30,"mixture of ionic and non-ionic surfactants, free of APEO",straw-colored liquid,"67,4",,,,,,,,,850,,,,,,1.05,,,7,,,,,,,,,,,150kg,,"50365669,0,8#50365629,0,5",,50365669 | 50365629
1,default,ED2,30483389,Dispex? ULTRA FA 4420,30483389,Dispex? ULTRA FA 4420,Dispex? ULTRA FA 4420,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,55,stabilizes inorganic and organic pigments in water and solvents,30,fatty-acid-modified polyester,dark brown liquid,"4,7",,,,100,,,,,,,,,,19,0.89,,35,,,,,,,,,,,,25kg,,"55905025,0,8#55904972,0,5",,55905025 | 55904972
1,default,ED2,30634459,Dispex? ULTRA FA 4425 AN,30634459,Dispex? ULTRA FA 4425 AN,Dispex? ULTRA FA 4425 AN,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,55,stabilizes inorganic and organic pigments in water and solvents,30,fatty-acid-modified polyester,dark brown liquid,"4,7",,,,100,,,,,,,,,,46,1.04,,47,,,,,,,,,,,,25kg,,"50427085,0,8#50427084,0,5",,50427085 | 50427084
1,default,ED2,30474495,Dispex? ULTRA FA 4431,30474495,Dispex? ULTRA FA 4431,Dispex? ULTRA FA 4431,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,55,inorganic pigments and fillers in all system,30,fatty-acid-modified polyester,clear yellowish liquid,4,,,,98,,,,,,,,,,100,,,,,,,,,,,,,,,20kg,,"54980705,0,8#54980652,0,5",,54980705 | 54980652
1,default,ED2,30529258,Dispex? ULTRA FA 4437,30529258,Dispex? ULTRA FA 4437,Dispex? ULTRA FA 4437,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,55,color acceptance improver for aqueous coatings and reducing color acceptance problems,30,modified natural oil,"yellowish, slightly cloudy, fluid to waxy","67,4",,,,,,,,,,,,,,,1.03,,,7.5,,,,,,,,,,,200kg,,"50370539,0,8#50370533,0,5",,50370539 | 50370533
1,default,ED2,30529358,Dispex? ULTRA FA 4480,30529358,Dispex? ULTRA FA 4480,Dispex? ULTRA FA 4480,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,55,low molecular weight wetting and dispersing agent with excellent pigment wetting properties,30,solution of modified fatty alcohol polyglycolether in water,viscous liquid,"67,4",,,,80,,,,,,,,,,,,,,6.5,,,,,,,,,,,220kg,,"50365667,0,8#50365027,0,5",,50365667 | 50365027
